Cod Int;Descrição;Classificação;Soma de estoque_teorico;Soma de estoque_contado;Dif; Cst Med ; Total ;Observações
102156;ABS MILI NOTURNO  SUAVE CABAS 32 UNID;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > HIGIENE INTIMA;1;1;0;R$ 14,47; R$ -   ;Ok
108018;ABS MILI NOTURNO SUAVE C/ABAS 16UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > HIGIENE INTIMA;4;4;0;R$ 7,41; R$ -   ;Ok
111203;FRALDA PAMPERS PANTS GIGA XXXG 54 UNIDADES;PRINCIPAL > 7 - LEITES E FRALDAS > FRALDAS INFANTIS;12;8;-4;R$ 95,36;-R$ 381,44;Perda
108882;ABS MILI PROT TOTAL SECA C/ABAS 8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > HIGIENE INTIMA;1;1;0;R$ 2,93; R$ -   ;Ok
108883;ABS MILI PROT TOTAL SUAVE C/ABAS 16UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > HIGIENE INTIMA;1;1;0;R$ 5,13; R$ -   ;Ok
77643;ABS MILI PROT TOTAL SUAVE C/ABAS 8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > HIGIENE INTIMA;3;3;0;R$ 2,55; R$ -   ;Ok
71192;ABS NOIT TRANQ ALWAYS C/ ABAS XG 8;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 9,83; R$ -   ;Ok
61164;ABS NOT ALWAYS ACT C/ ABAS SEC LV32P28;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 26,56; R$ -   ;Ok
63619;ABS NOT SECA  INTIMUS C/ ABAS C /30UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;1;1;0;R$ 18,29; R$ -   ;Ok
60466;ABS NOT SECA SEMPRE LIVRE C/ABAS C/ 8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 6,67; R$ -   ;Ok
61596;ABS NOT SV  ALWAYS C/ ABAS 32 UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;5;5;0;R$ 26,54; R$ -   ;Ok
60121;ABS NOT SV ALWAYS  C/ ABAS 16UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 13,74; R$ -   ;Ok
71484;ABS NOT SV ALWAYS  C/ABAS LV10PG8;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 8,80; R$ -   ;Ok
61222;ABS NOT SV ALWAYS C/ ABAS L8P7;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 7,85; R$ -   ;Ok
58143;VICK VAPORUB LATA 12G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;318;294;-24;R$ 12,89;-R$ 309,36;Perda
63620;ABS NOT SV INTIMUS C/ ABAS  C/ 16UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 10,82; R$ -   ;Ok
63652;ABS NOT SV INTIMUS C/ ABAS  C/ 30UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 17,72; R$ -   ;Ok
57397;ABS NOT SV SEMPRE LIVRE C/ABAS C/ 8UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;4;4;0;R$ 7,03; R$ -   ;Ok
59257;ABS NOT SV SEMPRE LIVRE C/ABAS L32P24UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 21,78; R$ -   ;Ok
111632;ABS NOTURNO KIMBERLY POISE ESCAPE URINA C/ABAS 8 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > HIGIENE INTIMA;1;1;0;R$ 9,71; R$ -   ;Ok
111631;ABS NOTURNO MAX KIMBERLY POISE ESCAPE URINA 8 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > HIGIENE INTIMA;2;2;0;R$ 21,42; R$ -   ;Ok
66424;ABS P/SEIOS CREMER LV30PG24UND;PRINCIPAL > 7 - LEITES E FRALDAS > FRALDAS GER E DESCAR;4;4;0;R$ 21,93; R$ -   ;Ok
76810;ABS P/SEIOS OPUS TOILET TQ MACIO LV30 PG24;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > HIGIENE INTIMA;1;1;0;R$ 20,35; R$ -   ;Ok
61683;ABS SECA  ALWAYS C/ABAS 32UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 8,36; R$ -   ;Ok
61551;ABS SECA ALWAYS  C/ ABAS 16 UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;4;4;0;R$ 4,29; R$ -   ;Ok
65754;ABS SEIO CREMER C/12UND;PRINCIPAL > 7 - LEITES E FRALDAS > FRALDAS GER E DESCAR;2;2;0;R$ 11,61; R$ -   ;Ok
62095;ABS SEMPRE LIVRE NOT.  C/ABAS SV C/ 16UN;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;1;1;0;R$ 12,63; R$ -   ;Ok
61552;ABS SV ALWAYS  C/ ABAS 16UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;4;4;0;R$ 3,93; R$ -   ;Ok
62278;ABS SV ALWAYS C/ ABAS C/32UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 11,13; R$ -   ;Ok
63618;ABS SV D&N  INTIMUS C/ABAS C/28UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 18,43; R$ -   ;Ok
59019;ABS TR PRO SECA  INTIMUS C/ABAS C/32UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 10,57; R$ -   ;Ok
58470;ABS TR PRO SECA INTIMUS C/ABAS C/16UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 7,06; R$ -   ;Ok
59018;ABS TR PRO SV INTIMUS C/ABAS  32UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;4;4;0;R$ 9,15; R$ -   ;Ok
58469;ABS TR PRO SV INTIMUS C/ABAS  C/16UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;6;6;0;R$ 6,87; R$ -   ;Ok
64010;ABS ULTRAF ANTIBAC INTIMUS C/ 14UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;1;1;0;R$ 5,96; R$ -   ;Ok
76285;ABSORVENTE ALWAYS SECA TAM P COM ABAS 8 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;18;18;0;R$ 2,11; R$ -   ;Ok
66295;ABSORVENTE ALWAYS SUAVE TAM P COM ABAS LEVE10 PAGUE8;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 2,11; R$ -   ;Ok
76248;ABSORVENTE ALWAYS SUAVE TAM P SEM ABAS 8 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;18;18;0;R$ 2,11; R$ -   ;Ok
110628;ABSORVENTE INCONTINENCIA PLENITUD FEMME NORTURN C/ABAS 8 UND;PRINCIPAL > 7 - LEITES E FRALDAS > FRALDAS GER E DESCAR;2;2;0;R$ 7,00; R$ -   ;Ok
61867;ABSORVENTE INCONTINENCIA PLENITUD FEMME PROTETOR MED 14 UND;PRINCIPAL > 7 - LEITES E FRALDAS > FRALDAS GER E DESCAR;1;1;0;R$ 7,64; R$ -   ;Ok
58465;ABSORVENTE INTIMUS COBERTURA SECA SEM ABAS 8 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;3;0;R$ 3,79; R$ -   ;Ok
61150;NUTREN SENIOR S/SABOR 740G;PRINCIPAL > 7 - LEITES E FRALDAS > COMPL E SUPL ADULTOS;2;0;-2;R$ 139,24;-R$ 278,48;Perda
59968;ABSORVENTE NOTURNO ALWAYS SECA COM ABAS 16 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;2;2;0;R$ 13,62; R$ -   ;Ok
63760;ABSORVENTE TENA LADY DISCREET MAXI NIGHT 6 UNIDADES;PRINCIPAL > 7 - LEITES E FRALDAS > FRALDAS GER E DESCAR;2;2;0;R$ 13,45; R$ -   ;Ok
64442;ACALENTUS 250 MG C/ 60CP;PRINCIPAL > 3 - SIMILARES > SIM_LIBERADO;6;6;0;R$ 34,76; R$ -   ;Ok
68971;ACALENTUS PLUS MELATONINA CAMOMILA 210MCG C/ 90CP;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;1;1;0;R$ 34,63; R$ -   ;Ok
62834;ACCU CHEK GUIDE C/ 25 TIRAS;PRINCIPAL > 5 - PERFUMARIA > EQUIPAMENTOS DE SAUDE > APARELHOS E ACESSORIOS PARA SAÃšDE;3;3;0;R$ 28,84; R$ -   ;Ok
73598;ACEBROFILINA 25MG/5ML XPE PED 120ML (ACHE);PRINCIPAL > 2 - GENÉRICOS > GEN RX;3;3;0;R$ 7,63; R$ -   ;Ok
592;ACEBROFILINA 25MG/5ML XPE PED 120ML (CIMED);PRINCIPAL > 2 - GENÉRICOS > GEN RX ONE;2;2;0;R$ 6,94; R$ -   ;Ok
401;ACEBROFILINA 25MG/5ML XPE PED 120ML (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN RX;1;1;0;R$ 10,21; R$ -   ;Ok
73261;ACEBROFILINA 25MG/5ML XPE PED 120ML (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 8,45; R$ -   ;Ok
118222;ACEBROFILINA 25MG/5ML XPE PED 120ML (NEOQ);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 8,75; R$ -   ;Ok
118239;ACEBROFILINA 25MG/5ML XPE PED 120ML (NOVAQ);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 7,96; R$ -   ;Ok
118242;ACEBROFILINA 50MG/5ML XPE ADT 120ML (NOVAQ);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;1;1;0;R$ 13,41; R$ -   ;Ok
73552;ACEBROFILINA 50MG/ML XPE ADT 120ML (ACHE);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 12,41; R$ -   ;Ok
950;ACEBROFILINA 50MG/ML XPE ADT 120ML (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 14,23; R$ -   ;Ok
73363;ACEBROFILINA 50MG/ML XPE ADT 120ML (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;5;5;0;R$ 10,82; R$ -   ;Ok
118178;ACEBROFILINA 50MG/ML XPE ADT 120ML (GERMED);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 14,86; R$ -   ;Ok
73764;ACEBROFILINA 50MG/ML XPE ADT 120ML (TEUTO);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;1;1;0;R$ 10,46; R$ -   ;Ok
73778;ACECLOFENACO 100MG 12CP (CIMED);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 4,29; R$ -   ;Ok
102249;ACECLOFENACO 100MG 12CP (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 10,00; R$ -   ;Ok
118240;ACECLOFENACO 100MG 12CP (NOVAQ);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;1;1;0;R$ 9,18; R$ -   ;Ok
118182;ACECLOFENACO 15MG/G 30G (GERMED);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 28,07; R$ -   ;Ok
603;ACERATUM GTS 10ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;2;2;0;R$ 12,32; R$ -   ;Ok
126;SONRIDOR CAF EFERV 500MG+65MG C/ 4CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;16;0;-16;R$ 12,16;-R$ 194,56;Perda
59707;ACERTIL 10MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 85,01; R$ -   ;Ok
68975;ACERTIL 10MG C/60CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;3;3;0;R$ 142,79; R$ -   ;Ok
509;ACETILCISTEINA 100MG 16 ENVELOPES 5G (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ULT ONE;2;2;0;R$ 15,67; R$ -   ;Ok
394;ACETILCISTEINA 100MG/ML INJ 5 AMPOLAS 3ML (UNIAOQ);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 18,33; R$ -   ;Ok
791;ACETILCISTEINA 200MG 16 ENVELOPES 5G (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ULT ONE;4;4;0;R$ 23,26; R$ -   ;Ok
73929;ACETILCISTEINA 20MG/ML XPE PED 120ML (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN OTC SEM ONE;3;3;0;R$ 10,55; R$ -   ;Ok
103484;ACETILCISTEINA 20MG/ML XPE PED 120ML (LEGRAND);PRINCIPAL > 2 - GENÉRICOS > GEN_OTC/MIP;1;1;0;R$ 9,45; R$ -   ;Ok
102016;ACETILCISTEINA 20MG/ML XPE PED 120ML (UNIAOQ);PRINCIPAL > 2 - GENÉRICOS > GEN_OTC/MIP;1;1;0;R$ 10,60; R$ -   ;Ok
73408;ACETILCISTEINA 40MG/ML XPE ADT 120ML (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ULT ONE;5;5;0;R$ 10,94; R$ -   ;Ok
65097;FRALDA PAMPERS PANTS GIGA XG 66 UNIDADES;PRINCIPAL > 7 - LEITES E FRALDAS > FRALDAS INFANTIS;10;8;-2;R$ 95,40;-R$ 190,80;Perda
73406;ACETILCISTEINA 40MG/ML XPE ADT 120ML (LEGRAND);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ULT ONE;4;4;0;R$ 10,46; R$ -   ;Ok
73436;ACETILCISTEINA 600MG 16 ENVELOPES 5G (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN_OTC/MIP;5;5;0;R$ 25,25; R$ -   ;Ok
1595;ACETILCISTEINA 600MG 16 ENVELOPES 5G (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ULT ONE;5;5;0;R$ 25,24; R$ -   ;Ok
1870;ACHEFLAN AER TOP 5MG/G C/75ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 67,26; R$ -   ;Ok
56135;ACHEFLAN CR 60G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 86,15; R$ -   ;Ok
1531;ACHEFLAN CR DERM 5 MG/G C/30 G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 51,01; R$ -   ;Ok
102374;ACICLOVIR 200MG 25CP (GERMED);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;1;1;0;R$ 9,64; R$ -   ;Ok
73509;ACICLOVIR 200MG 25CP (SANDOZ);PRINCIPAL > 2 - GENÉRICOS > GEN RX;1;1;0;R$ 14,00; R$ -   ;Ok
73695;ACICLOVIR 200MG 25CP (TEUTO);PRINCIPAL > 2 - GENÉRICOS > GEN RX;2;2;0;R$ 8,67; R$ -   ;Ok
106548;ACICLOVIR 200MG 30CP (PRATI);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;3;3;0;R$ 8,90; R$ -   ;Ok
66989;ACICLOVIR 200MG 50CP (SANDOZ);PRINCIPAL > 2 - GENÉRICOS > GEN RX;3;3;0;R$ 20,57; R$ -   ;Ok
66210;ACICLOVIR 400MG 30CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN RX;4;4;0;R$ 51,35; R$ -   ;Ok
118197;ACICLOVIR 400MG 30CP (LEGRAND);PRINCIPAL > 2 - GENÉRICOS > GEN RX;2;2;0;R$ 43,73; R$ -   ;Ok
73541;ACICLOVIR 400MG 30CP (SANDOZ);PRINCIPAL > 2 - GENÉRICOS > GEN RX;2;2;0;R$ 48,48; R$ -   ;Ok
560;ACICLOVIR CREME 50MG/G 10G (ACHE);PRINCIPAL > 2 - GENÉRICOS > GEN RX;5;5;0;R$ 7,80; R$ -   ;Ok
73289;ACICLOVIR CREME 50MG/G 10G (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;4;4;0;R$ 7,08; R$ -   ;Ok
73669;ACICLOVIR CREME 50MG/G 10G (TEUTO);PRINCIPAL > 2 - GENÉRICOS > GEN RX;3;3;0;R$ 4,22; R$ -   ;Ok
73562;ACIDO ACETILSALICILICO 100MG 10CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ONE;10;10;0;R$ 2,08; R$ -   ;Ok
1594;ACIDO FUSIDICO+BETAMETASONA CREME DERM 15G (NOVAQ);PRINCIPAL > 2 - GENÉRICOS > GEN ANTIMI ULT ONE;2;2;0;R$ 44,20; R$ -   ;Ok
119;ACIDO MEFENAMICO 500MG 12CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 7,59; R$ -   ;Ok
73281;ACIDO MEFENAMICO 500MG 24CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;2;2;0;R$ 14,46; R$ -   ;Ok
73321;ACIDO MEFENAMICO 500MG 24CP (LEGRAND);PRINCIPAL > 2 - GENÉRICOS > GEN RX ONE;2;2;0;R$ 11,92; R$ -   ;Ok
73282;ACIDO MEFENAMICO 500MG 24CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN RX ONE;2;2;0;R$ 10,77; R$ -   ;Ok
73432;ACIDO TRANEXAMICO 250MG 12CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;6;6;0;R$ 45,99; R$ -   ;Ok
118149;ACIDO URSODESOXICOLICO 150MG 30CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 46,62; R$ -   ;Ok
63523;ACIDO VALPROICO 250MG 25CAPS (BIOLAB);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL ULT ONE;2;2;0;R$ 14,44; R$ -   ;Ok
